user_id,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Unknown,Vampire,Yaoi,Yuri
189037,6.995089543616407,7.008239700374532,6.974137931034483,7.00529486945408,6.823376623376624,6.922018348623853,6.980873180873181,7.00960219478738,6.994640943193998,6.988165680473373,7.0,6.7814251401120895,6.974658869395712,6.872146118721461,6.637362637362638,6.989089184060721,7.009193054136874,6.994428969359332,6.990439770554493,6.979087452471483,6.99209726443769,6.960725075528701,6.993333333333333,6.982978723404256,6.888888888888889,6.989720159908623,7.010471204188482,7.023102310231023,6.995035167563095,6.986128625472888,6.995475113122172,7.027027027027027,7.021058315334773,6.518072289156627,7.029515938606847,6.9935064935064934,6.992481203007519,7.008620689655173,6.968397291196388,6.921052631578948,7.0,6.8062015503875966,6.416666666666667,6.78125
162615,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
68042,6.1333535844471445,6.3526126844834465,5.881720430107527,6.0594561688311686,5.532951289398281,6.019753086419753,6.150605109816226,5.374647887323944,6.076405384006335,6.098939929328622,5.1722222222222225,4.650054171180932,6.314444444444445,5.977722772277228,6.089743589743589,6.128348909657321,6.018826135105205,5.914201183431953,6.0525783619818,6.123983739837398,5.393034825870647,6.5,5.9427402862985685,6.608108108108108,6.129032258064516,5.9529269764634885,5.960893854748603,5.953890489913545,6.087209302325581,6.340909090909091,6.238782051282051,6.464788732394366,6.264541387024608,5.746835443037975,6.125760649087221,6.062645011600928,6.294022617124394,6.11460258780037,6.090909090909091,6.663551401869159,5.305555555555555,5.791666666666667,4.5,4.625
283786,6.991760756789747,6.892307692307693,6.766666666666667,6.776759061833689,6.170786516853933,6.898876404494382,7.001940805434256,6.631732168850073,6.793103448275862,6.976744186046512,6.422360248447205,5.431372549019608,6.955128205128205,6.839473684210526,7.0344827586206895,6.386792452830188,6.910360884749709,6.817337461300309,6.8684759916492695,7.154308617234469,6.371414913957935,7.308661417322835,6.692160611854685,7.316279069767442,7.115384615384615,6.819076923076923,7.063953488372093,6.877687175685693,6.899347623485554,7.172739541160594,6.947368421052632,6.901408450704225,7.120069605568445,5.095238095238095,6.831422791638571,6.960280373831775,7.042402826855124,7.031311154598826,7.070434070434071,7.439655172413793,6.378378378378378,7.191666666666666,3.0,6.0
259790,5.585144211774002,5.640307523338825,4.486486486486487,5.257695242940728,3.876543209876543,5.528169014084507,6.1598726114649685,5.056338028169014,5.36628198695434,4.822314049586777,5.2037617554858935,0,5.7486535008976665,5.65527950310559,6.12987012987013,4.12106135986733,5.411682892906815,5.373271889400922,5.5942408376963355,5.782816229116945,3.9702338766832033,6.369047619047619,4.860416666666667,6.333333333333333,6.599221789883268,5.830645161290323,5.6506849315068495,5.4232649071358745,5.578425976884975,6.292307692307692,5.51948051948052,5.032258064516129,5.827743902439025,5.396551724137931,5.37577365163572,5.569321533923304,4.805732484076433,5.501061571125265,5.923306772908367,6.74468085106383,3.130434782608696,5.462264150943396,4.92,0
291207,5.087528174305034,5.107761027359017,5.425,4.851179181349959,3.6267605633802815,4.9208211143695015,5.700056915196358,4.3893016344725115,4.813638729828215,4.691358024691358,4.703170028818444,3.649330181245075,5.281081081081081,4.8497109826589595,5.606060606060606,3.798305084745763,4.912981455064194,4.860655737704918,4.963109354413702,5.469798657718121,4.648393194706994,5.832129963898917,4.609065155807365,5.526595744680851,5.80377358490566,5.35858234885337,5.425373134328358,5.180904522613066,5.08741066520066,5.601783060921248,5.060052219321149,5.602941176470588,5.452945159106297,3.5348837209302326,5.326247689463956,5.462395543175488,5.245742092457421,5.0701754385964914,5.305956678700361,6.094736842105263,2.0,5.034188034188034,2.838709677419355,4.645161290322581
182280,4.968828557063851,4.860126582278481,4.017241379310345,4.583004552352048,3.7316176470588234,4.849624060150376,5.427226647356988,4.4446902654867255,4.701765063907486,4.481927710843373,4.550218340611353,3.669971671388102,4.736559139784946,4.829861111111111,5.62,3.6305637982195846,4.9185303514377,4.772222222222222,4.841845140032949,5.237623762376238,4.5310192023633675,5.806146572104019,4.281167108753316,5.450617283950617,5.681818181818182,5.2180451127819545,5.477876106194691,5.130820399113082,4.904240766073872,5.616387337057728,5.0,5.711111111111111,5.332744924977935,4.285714285714286,5.096172718351325,5.180555555555555,4.782608695652174,4.725609756097561,5.2621483375959075,6.090909090909091,3.3055555555555554,5.041666666666667,3.238095238095238,5.076923076923077
277841,5.306155727680391,5.432236842105263,4.9523809523809526,5.292645712541959,4.597297297297297,5.369565217391305,5.857230392156863,4.526655896607432,5.316943127962086,5.144796380090498,4.836012861736334,4.444444444444445,5.860674157303371,5.302491103202847,5.918918918918919,5.1725888324873095,5.333333333333333,5.078048780487805,5.306376360808709,5.650918635170604,5.042606516290727,5.962450592885376,5.190635451505017,5.736526946107785,5.905797101449275,5.448401162790698,5.595419847328245,5.352622061482821,5.354534005037784,5.662565905096661,5.570754716981132,5.309859154929577,5.510894064613073,4.603174603174603,5.731370745170193,5.611650485436893,5.436224489795919,5.25679012345679,5.587639311043566,6.274725274725275,4.933333333333334,5.396396396396397,4.2272727272727275,0
336459,5.867501078981442,5.711022840119166,5.402985074626866,5.615603644646924,5.132075471698113,5.9475982532751095,5.950354609929078,5.812631578947369,5.586781609195402,5.409722222222222,5.758620689655173,5.813953488372093,5.810771470160116,5.920318725099602,6.3061224489795915,5.275968992248062,5.672,5.703703703703703,5.7691342534504395,6.002610966057441,5.442622950819672,6.176610978520286,5.475609756097561,5.843023255813954,6.683333333333334,5.853615520282187,6.1,5.995243757431629,5.79031339031339,6.118446601941748,5.531568228105907,5.9375,5.9045226130653266,5.559322033898305,5.830415754923414,5.915254237288136,5.704954954954955,5.614795918367347,6.065040650406504,6.825396825396825,4.222222222222222,6.234375,5.666666666666667,4.5
10255,6.148683531233867,6.658492279745686,6.326530612244898,6.294263456090651,5.96127562642369,6.39908256880734,6.858719646799117,5.1546666666666665,5.945427728613569,5.111801242236025,5.460992907801418,3.142857142857143,6.714953271028038,6.069387755102041,6.815789473684211,5.519230769230769,6.082661290322581,6.712643678160919,6.24950495049505,6.217142857142857,5.397090517241379,7.040339702760085,5.448844884488449,7.51948051948052,6.776,6.441532258064516,6.457364341085271,6.300552486187845,6.276972624798712,6.936213991769547,7.253776435045317,6.786885245901639,6.763915547024952,6.211538461538462,6.584029712163417,6.182879377431907,6.927868852459016,6.0,6.135103926096997,6.619047619047619,5.304347826086956,5.989583333333333,6.0,3.0
312302,8.527626811594203,8.463669950738916,8.454545454545455,8.511382382052128,8.516778523489933,8.580152671755725,8.526069518716577,8.499118165784832,8.531818181818181,8.6875,8.570957095709572,8.462786259541986,8.442764578833692,8.450171821305842,8.517857142857142,8.444660194174757,8.537437603993345,8.613636363636363,8.456671251719396,8.547169811320755,8.539449541284403,8.588100686498857,8.634615384615385,8.675324675324676,8.488262910798122,8.50432730133753,8.30841121495327,8.592592592592593,8.482001220256254,8.495327102803738,8.503311258278146,8.425925925925926,8.529365700861394,8.5,8.51943005181347,8.61006289308176,8.541076487252125,8.526170798898072,8.523353293413173,8.643835616438356,8.785714285714286,8.43010752688172,8.433333333333334,8.35483870967742
328195,6.409862142099682,6.3488924050632916,5.54320987654321,5.959295929592959,3.7737789203084833,6.375565610859729,6.585858585858586,5.1067073170731705,6.17921146953405,6.14070351758794,5.483870967741935,4.125874125874126,6.306763285024155,6.131487889273356,6.8059701492537314,4.956666666666667,6.4504716981132075,6.25,6.233243967828418,6.756363636363637,4.804597701149425,6.744827586206896,5.556701030927835,6.586466165413534,6.41743119266055,6.314472252448313,6.5210084033613445,6.202349869451697,6.14404432132964,6.3785425101214575,6.608163265306122,5.742857142857143,6.542628774422735,6.521739130434782,5.863218390804597,6.180904522613066,6.3315649867374,6.3465045592705165,6.459492140266022,6.739583333333333,4.071428571428571,6.150943396226415,5.852941176470588,3.2333333333333334
300428,3.346171911695632,3.6984656437625083,3.5434782608695654,3.4729471674092935,1.4844444444444445,3.184331797235023,4.08673835125448,2.4981751824817517,3.392156862745098,3.556338028169014,2.7425373134328357,2.5942028985507246,4.063679245283019,2.831111111111111,4.339285714285714,2.765886287625418,3.6365131578947367,3.2526315789473683,3.2126696832579187,3.85989010989011,2.4600262123197902,4.164351851851852,3.2091503267973858,3.8223684210526314,3.731818181818182,3.520331950207469,3.7416666666666667,3.767741935483871,3.3636959370904327,4.085889570552148,3.8300970873786406,4.705882352941177,3.8633440514469455,2.4833333333333334,4.199074074074074,3.7605177993527508,4.015432098765432,3.5327868852459017,3.595410628019324,4.818181818181818,1.2857142857142858,3.0256410256410255,1.9166666666666667,4.3
276953,5.499518768046198,5.742233972240582,6.318181818181818,5.205156537753223,5.6722689075630255,5.248091603053435,6.093238434163701,4.124513618677042,5.305515239477503,4.920454545454546,4.072463768115942,4.06822429906542,6.087557603686636,5.414893617021277,6.038461538461538,5.113953488372093,5.298372513562387,5.328205128205128,5.670344827586207,6.002659574468085,5.33080808080808,6.076086956521739,5.039370078740157,5.948717948717949,6.241706161137441,5.398783666377064,5.844660194174757,4.821744627054361,5.660389202762084,5.726681127982647,5.522842639593908,4.622222222222222,5.647992530345472,4.8979591836734695,5.489953632148377,6.188235294117647,5.933566433566433,5.26948051948052,5.429123711340206,6.351351351351352,5.5,5.0886075949367084,4.09375,4.09375
190748,6.931598062953995,7.476449275362318,7.112903225806452,7.103920822230681,8.451219512195122,6.620320855614973,7.337620578778135,5.192028985507246,7.315979754157628,6.883333333333334,4.551470588235294,3.676844783715013,7.812807881773399,6.892682926829268,6.518518518518518,7.801503759398496,6.957871396895787,6.934782608695652,7.101694915254237,7.128888888888889,7.406832298136646,7.022292993630574,7.018099547511312,7.461538461538462,6.729166666666667,6.395618556701031,7.183908045977011,6.196551724137931,7.143769968051118,6.844236760124611,7.424802110817942,6.636363636363637,7.200823892893924,6.166666666666667,7.153314917127072,7.618677042801556,7.583798882681564,6.717472118959108,6.425818882466281,6.076923076923077,8.526315789473685,5.666666666666667,4.5,3.9166666666666665
345498,5.071672354948806,5.009513742071881,5.571428571428571,5.619976589933671,4.318181818181818,5.183908045977011,5.953240360951599,5.473421926910299,5.099746407438715,5.747747747747748,5.468277945619335,5.797743755036261,5.226006191950464,5.092741935483871,5.56140350877193,4.088541666666667,5.370808678500986,4.834394904458598,5.075757575757576,5.705882352941177,5.0774818401937045,5.728571428571429,5.421276595744681,5.354166666666667,6.289592760180995,5.983935742971887,4.469879518072289,6.0774443368828654,5.2544080604534,6.120622568093385,5.129370629370629,6.590909090909091,5.70138017565872,4.755102040816326,6.338235294117647,5.35678391959799,5.643137254901961,5.133574007220217,5.58303886925795,6.7594936708860756,3.5,5.012658227848101,4.833333333333333,6.40625
64807,6.15597539543058,6.216938110749186,4.884615384615385,5.761748633879781,6.3097345132743365,6.347490347490347,6.90979020979021,5.725663716814159,5.9,4.7681818181818185,5.877118644067797,4.333333333333333,6.4969939879759515,6.74169741697417,6.4,4.9164345403899725,6.336860670194003,5.679166666666666,6.128166915052161,7.051724137931035,5.8730650154798765,6.850894632206759,4.932584269662922,6.768361581920904,7.087866108786611,6.513236549957301,6.315789473684211,5.8008800880088005,6.23598615916955,6.504048582995951,6.49873417721519,6.746268656716418,5.972549019607843,5.655737704918033,6.206172839506173,6.777385159010601,4.620283018867925,5.9581005586592175,6.430365296803653,6.68,1.0,5.96,4.45945945945946,5.916666666666667
122341,2.850729517396184,3.5504950495049505,3.0,2.456859093730602,2.858638743455497,2.212290502793296,3.796759941089838,1.5318352059925093,2.9794050343249427,2.5462962962962963,1.469387755102041,1.30488750969744,3.6031746031746033,2.4607329842931938,3.55,2.7247706422018347,2.7104247104247103,2.4262295081967213,3.382716049382716,3.1569767441860463,3.2898351648351647,3.5979899497487438,2.096234309623431,3.7945205479452055,3.859872611464968,2.8409475465313028,2.7457627118644066,2.4864864864864864,3.428343949044586,3.4204081632653063,3.153225806451613,2.4347826086956523,2.698830409356725,1.8181818181818181,3.3011456628477904,3.700854700854701,2.1954887218045114,2.5476190476190474,2.7401574803149606,3.087719298245614,2.769230769230769,2.25531914893617,1.0833333333333333,1.375
85106,3.6493055555555554,3.69672131147541,1.35,3.1875837427422957,1.2880952380952382,3.7928994082840237,4.230379746835443,2.7544303797468355,3.180570221752904,2.510948905109489,3.4585365853658536,2.7780320366132725,3.8080357142857144,3.0424242424242425,4.555555555555555,1.257396449704142,3.4686567164179105,3.208791208791209,3.013888888888889,3.7902097902097904,1.3589296102385107,4.945054945054945,2.9834437086092715,3.6857142857142855,4.366492146596858,3.9194805194805196,3.9452054794520546,3.830769230769231,3.4256651017214397,4.0472222222222225,4.036231884057971,3.4130434782608696,4.259361997226075,1.3333333333333333,3.5778635778635777,2.873684210526316,3.121693121693122,3.958801498127341,4.144886363636363,5.5,1.05,4.176470588235294,2.0,2.8
299795,4.647211413748379,4.487804878048781,4.21875,4.337574552683897,2.0945945945945947,4.617486338797814,4.7898550724637685,4.273234200743494,4.233838786911413,4.160919540229885,4.879518072289157,2.625,4.464968152866242,4.0772946859903385,3.657142857142857,2.9779735682819384,4.526699029126213,4.115107913669065,4.445378151260504,4.822916666666667,2.2052679382379656,5.080906148867314,4.358895705521473,4.238095238095238,4.7368421052631575,4.607934655775963,4.605633802816901,4.61609907120743,4.164014687882497,5.1850117096018735,3.672727272727273,3.5,5.46027397260274,2.4482758620689653,4.085393258426966,3.8,4.493723849372385,4.826241134751773,4.925729442970822,5.105882352941176,2.5555555555555554,4.646341463414634,3.2,1.0
341571,6.206467661691542,6.261239368165249,6.4222222222222225,5.6976744186046515,5.280742459396752,6.390410958904109,6.786276715410573,5.34,5.917766497461929,5.666666666666667,5.189655172413793,6.157894736842105,6.537906137184115,5.574585635359116,7.0,4.713103448275862,5.844444444444444,6.0495049504950495,6.326996197718631,6.837209302325581,5.575461454940283,6.85663082437276,5.104972375690608,7.130718954248366,6.65979381443299,6.229916897506925,6.208333333333333,5.927350427350428,6.165501165501166,6.62613981762918,5.623762376237623,6.5,6.396578538102644,5.333333333333333,6.04179104477612,6.163157894736842,6.179775280898877,6.005181347150259,6.440839694656488,7.166666666666667,5.0,6.92,5.8,5.8
316154,5.231360491929285,5.061643835616438,5.230769230769231,5.0670703306939915,5.031976744186046,5.218579234972678,5.56857855361596,4.930303030303031,5.125350795135641,5.339805825242719,4.6909090909090905,4.231111111111111,5.20979020979021,5.367256637168142,5.3478260869565215,4.059574468085106,5.166666666666667,4.971698113207547,5.064425770308123,5.680555555555555,4.999018645731109,5.715596330275229,5.418103448275862,5.423913043478261,6.244791666666667,5.088588588588588,5.617647058823529,5.212025316455696,5.218181818181818,6.052959501557632,4.695852534562212,5.709677419354839,5.354253835425384,3.4411764705882355,5.3710191082802545,5.01025641025641,4.8396946564885495,5.168888888888889,5.611702127659575,6.454545454545454,4.666666666666667,5.382352941176471,2.0555555555555554,5.0
38143,7.153333333333333,7.0531732418524875,5.9787234042553195,6.706042460533478,6.747099767981439,6.893203883495145,8.003973509933775,7.594285714285714,7.2933478735005455,6.664,7.27906976744186,6.113636363636363,7.308681672025723,6.524822695035461,7.833333333333333,6.203087885985748,8.389920424403183,6.483333333333333,6.9363636363636365,7.34,6.995457126632595,7.885,6.4188311688311686,7.927272727272728,8.043956043956044,8.040152963671128,6.970588235294118,7.649038461538462,7.241042345276873,7.585774058577406,9.031862745098039,8.695652173913043,6.961988304093567,6.666666666666667,7.458441558441558,7.257142857142857,7.365591397849462,6.884353741496598,7.382716049382716,7.87719298245614,6.655172413793103,7.514285714285714,6.222222222222222,7.8
